Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Point-of-Care Ultrasound Reimbursement and Coding,Ultrasound Program Management,,,,10.1007/978-3-031-86341-7_28,Stanley WuChristopher Thom,2025,https://link.springer.com/chapter/10.1007/978-3-031-86341-7_28,Chapter
OpenMP offloading data transfer optimization for DCUs,The Journal of Supercomputing,,,,10.1007/s11227-023-05422-w,Hengliang GuoLong ZhangYi ZhangJianan LiXiaoyue XuLu LiuKuangsheng CaiDan WuShuxin YangLingbo KongXu Gao,2023,https://link.springer.com/article/10.1007/s11227-023-05422-w,Article
"Chronic Obstructive Pulmonary Disease, Obstructive Sleep Apnea, and Heart Failure",Managing Heart Failure in Primary Care: A Case Study Approach,,,,10.1007/978-3-031-20193-6_13,J. Travis DunlapMelissa GlassfordLeslie W. Hopkins,2023,https://link.springer.com/chapter/10.1007/978-3-031-20193-6_13,Chapter
Energy Efficient Software in&#xa0;an&#xa0;Engineering Course,"Composability, Comprehensibility and Correctness of Working Software",,,,10.1007/978-3-031-42833-3_3,João SaraivaRui Pereira,2023,https://link.springer.com/chapter/10.1007/978-3-031-42833-3_3,Conference paper
"Mathematics teaching, learning, and assessment in the digital age",ZDM – Mathematics Education,,,,10.1007/s11858-024-01612-9,Hans-Georg WeigandJana TrgalovaMichal Tabach,2024,https://link.springer.com/article/10.1007/s11858-024-01612-9,Article
On a&#xa0;Template Programming Approach for&#xa0;Shared Memory Parallel Architectures with&#xa0;Applications to&#xa0;the&#xa0;Fully Implicit Stokes Solver,Parallel Computational Technologies,,,,10.1007/978-3-031-38864-4_11,N. M. EvstigneevO. I. Ryabkov,2023,https://link.springer.com/chapter/10.1007/978-3-031-38864-4_11,Conference paper
Satisfaction in the Workplace,The Metrics of Happiness,,,,10.1007/978-3-031-10913-3_11,R. Allan Freeze,2022,https://link.springer.com/chapter/10.1007/978-3-031-10913-3_11,Chapter
Methodologies for Designing and Integrating the Semantic Layer,"Bridging Knowledge, Data, and AI",,,,10.1007/978-3-032-17178-8_3,Joseph HilgerLulit TesfayeZachary Wahl,2026,https://link.springer.com/chapter/10.1007/978-3-032-17178-8_3,Chapter
Fast Auto-differentiable Digitally Reconstructed Radiographs for&#xa0;Solving Inverse Problems in&#xa0;Intraoperative Imaging,Clinical Image-Based Procedures,,,,10.1007/978-3-031-23179-7_1,Vivek GopalakrishnanPolina Golland,2023,https://link.springer.com/chapter/10.1007/978-3-031-23179-7_1,Conference paper
EDRA: A Hardware-Assisted Decoupled Access/Execute Framework on&#xa0;the&#xa0;Digital Market,"Embedded Computer Systems: Architectures, Modeling, and Simulation",,,,10.1007/978-3-031-04580-6_21,Dimitris TheodoropoulosAndreas BrokalakisNikolaos AlachiotisDionisios Pnevmatikatos,2022,https://link.springer.com/chapter/10.1007/978-3-031-04580-6_21,Conference paper
Biology System Description Language (BiSDL): a modeling language for the design of multicellular synthetic biological systems,BMC Bioinformatics,,,,10.1186/s12859-024-05782-x,Leonardo GiannantoniRoberta BardiniAlessandro SavinoStefano Di Carlo,2024,https://link.springer.com/article/10.1186/s12859-024-05782-x,Article
Structured prototype regularization for synthetic-to-real driving scene parsing,Science China Information Sciences,,,,10.1007/s11432-025-5039-y,Jiahe FanXiao MaSergey VityazevGeorge GiakosShaolong ShuRui Fan,2026,https://link.springer.com/article/10.1007/s11432-025-5039-y,Article
Scenario-based tsunami hazard assessment for Northeastern Adriatic coasts,Mediterranean Geoscience Reviews,,,,10.1007/s42990-024-00114-w,Antonella PeresanHany M. Hassan,2024,https://link.springer.com/article/10.1007/s42990-024-00114-w,Article
SAC-GAN: Face Image Inpainting with&#xa0;Spatial-Aware Attribute Controllable GAN,Computer Vision – ACCV 2022,,,,10.1007/978-3-031-26293-7_13,Dongmin ChaTaehun KimJoonyeong LeeDajin Kim,2023,https://link.springer.com/chapter/10.1007/978-3-031-26293-7_13,Conference paper
The Role of Cooperation and Tourism in Rural Development—Long-term Research Activities in the Alpujarra of Almería (Spain),Win or Lose in Rural Development,,,,10.1007/978-3-031-48675-3_8,Andreas Voth,2024,https://link.springer.com/chapter/10.1007/978-3-031-48675-3_8,Chapter
Protecting Behavioral IPs During Design Time: Key-Based Obfuscation Techniques for HLS in the Cloud,Behavioral Synthesis for Hardware Security,,,,10.1007/978-3-030-78841-4_5,Hannah BadierJean-Christophe Le LannPhilippe CoussyGuy Gogniat,2022,https://link.springer.com/chapter/10.1007/978-3-030-78841-4_5,Chapter
Port and Maritime Security and Sustainability,Sustainability in the Maritime Domain,,,,10.1007/978-3-030-69325-1_8,Michael Edgerton,2021,https://link.springer.com/chapter/10.1007/978-3-030-69325-1_8,Chapter
A Multi-engine Aspect-Oriented Language with Modeling Integration for Video Game Design,Evaluation of Novel Approaches to Software Engineering,,,,10.1007/978-3-030-70006-5_14,Ben J. GeislerShane L. Kavage,2021,https://link.springer.com/chapter/10.1007/978-3-030-70006-5_14,Conference paper
An Analysis of&#xa0;the&#xa0;Security and&#xa0;Privacy Issues of&#xa0;the&#xa0;Neovote Online Voting System,Electronic Voting,,,,10.1007/978-3-031-15911-4_1,Enka BlanchardAntoine GallaisEmmanuel LeblondDjohar Sidhoum-RahalJuliette Walter,2022,https://link.springer.com/chapter/10.1007/978-3-031-15911-4_1,Conference paper
Uncertainty in the Age of Digital Transformation,Employee Uncertainty Over Digital Transformation,,,,10.1007/978-981-99-8409-1_2,Masaki Matsunaga,2024,https://link.springer.com/chapter/10.1007/978-981-99-8409-1_2,Chapter
Quantum-enhanced hybrid-model compression using knowledge distillation,Quantum Machine Intelligence,,,,10.1007/s42484-026-00431-3,Luigi BarbatoMassimo EspositoFrancesco Gargiulo,2026,https://link.springer.com/article/10.1007/s42484-026-00431-3,Article
Evaluation of Reconstruction Practices,International Handbook of Disaster Research,,,,10.1007/978-981-16-8800-3_62-1,Akanchha Singh,2022,https://link.springer.com/rwe/10.1007/978-981-16-8800-3_62-1,Living reference work entry
Distilled documentation for dialect-specific SQL generation,The VLDB Journal,,,,10.1007/s00778-026-00993-5,Till DöhmenAdithya KrishnanHamilton UlmerPeter BonczSebastian Schelter,2026,https://link.springer.com/article/10.1007/s00778-026-00993-5,Article
Graph theory-based automated quantum algorithm for efficient querying of acyclic and multiloop causal configurations,Communications Physics,,,,10.1038/s42005-026-02672-x,Salvador A. Ochoa-OregonJuan P. Uribe-RamírezRoger J. Hernández-PintoSelomit Ramírez-UribeGermán Rodrigo,2026,https://link.springer.com/article/10.1038/s42005-026-02672-x,Article
Analysis of quantum primitives for quantum utility,Quantum Information Processing,,,,10.1007/s11128-026-05201-5,Tae-Won KimByung-Soo Choi,2026,https://link.springer.com/article/10.1007/s11128-026-05201-5,Article
Hybrid quantum–classical learning for MRI-based brain tumour diagnosis,Discover Computing,,,,10.1007/s10791-026-10165-2,A. HarshavardhanV. Chandra Shekhar RaoY. Madhavi ReddySubba Rao PolamuriBhavana JamalpurVuyyuru Lakshma Reddy,2026,https://link.springer.com/article/10.1007/s10791-026-10165-2,Article
Evaluation of the applicability of ground motion models (GMMs) for South Korea,Bulletin of Earthquake Engineering,,,,10.1007/s10518-024-01940-x,Hyejin LeeByungmin KimDongyoup Kwak,2024,https://link.springer.com/article/10.1007/s10518-024-01940-x,Article
Universal blind quantum computation with recursive rotation gates,Quantum Information Processing,,,,10.1007/s11128-026-05188-z,Mohit JoshiManoj Kumar MishraS. Karthikeyan,2026,https://link.springer.com/article/10.1007/s11128-026-05188-z,Article
"A review of quantum machine learning algorithms, applications, and emerging advantages",Discover Computing,,,,10.1007/s10791-026-10085-1,Shreeya Sanjeev GokhaleRishit Ravi DhoteRadhakrishnan Delhibabu,2026,https://link.springer.com/article/10.1007/s10791-026-10085-1,Article
Validation of an analyzability model for quantum software: a family of experiments,Empirical Software Engineering,,,,10.1007/s10664-026-10825-3,Ana Díaz-MuñozJosé A. Cruz-LemusMoisés RodríguezMaria Teresa BaldassarreMario Piattini,2026,https://link.springer.com/article/10.1007/s10664-026-10825-3,Article
Semantic alignment of the German Human Genome-Phenome Archive metadata model in Europe’s genomics field,Scientific Data,,,,10.1038/s41597-026-06575-y,Karoline MauerAnandhi IyappanSimon ParkerBilge SürünGalina TremperPaul MengesLéon KuchenbeckerKoray KirliJoachim L. SchultzeSven NahnsenThomas Ulas,2026,https://link.springer.com/article/10.1038/s41597-026-06575-y,Article
Municipal Wastewater as Potential Bio-refinery,Biorefinery for Water and Wastewater Treatment,,,,10.1007/978-3-031-20822-5_5,Shipra JhaNahid Siddiqui,2023,https://link.springer.com/chapter/10.1007/978-3-031-20822-5_5,Chapter
Zero Carbon Emission Based Electrical Power Plant by Harvesting Oceanic Wave Energy: Minimization of Environmental Impact in Bangladesh,Climate Change and Ocean Renewable Energy,,,,10.1007/978-3-031-26967-7_1,Selim MollaOmar FarrokMohammad Jahangir Alam,2023,https://link.springer.com/chapter/10.1007/978-3-031-26967-7_1,Conference paper
Quantum Computing Architectures,Design Automation for Quantum Computing,,,,10.1007/978-3-032-09303-5_2,Hansika WeerasenaPrabhat Mishra,2026,https://link.springer.com/chapter/10.1007/978-3-032-09303-5_2,Chapter
Approaches for&#xa0;Running WebAssembly Across the&#xa0;Computing Continuum with&#xa0;GPU-Backed TEEs,Advanced Information Networking and Applications,,,,10.1007/978-3-032-23335-6_29,Giovanni MazzeoFernando PannulloLuigi Romano,2026,https://link.springer.com/chapter/10.1007/978-3-032-23335-6_29,Conference paper
Quantum Artificial Intelligence: An Innovation Within the Innovation,Chaos and Complex Systems,,,,10.1007/978-3-032-09101-7_13,P. TzounakisI. E. AntoniouM. P. HaniasS. G. Stavrinides,2026,https://link.springer.com/chapter/10.1007/978-3-032-09101-7_13,Conference paper
Quantum Artificial Intelligence for Protein Structure Prediction,Quantum Informatics for Novel Therapeutics,,,,10.1007/978-3-032-19536-4_5,Don RoosanRubayat Khan,2026,https://link.springer.com/chapter/10.1007/978-3-032-19536-4_5,Chapter
Quantum Simulation Tools: A Comprehensive Survey,"Quantum Computing, Sensing and Communications for IoT",,,,10.1007/978-981-95-6276-3_7,Zenisha DevaniZeel KanudawalaRohan ThakarCharmi PadhHimani Trivedi,2026,https://link.springer.com/chapter/10.1007/978-981-95-6276-3_7,Chapter
Specification-Driven Generation of Summaries for Symbolic Execution,Programming Languages and Systems,,,,10.1007/978-3-032-22720-1_11,Rafael GonçalvesFrederico RamosPedro AdãoJosé Fragoso Santos,2026,https://link.springer.com/chapter/10.1007/978-3-032-22720-1_11,Conference paper
UI-Driven Apps,Building Mission-Critical Applications with .NET 10 and C# 14,,,,10.1007/979-8-8688-2347-3_6,Afzaal Ahmad Zeeshan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2347-3_6,Chapter
Automated Translation of&#xa0;Real-World Codebases: How Far Are We?,"Dependable Software Engineering. Theories, Tools, and Applications",,,,10.1007/978-981-95-7826-9_1,Cristina DavidHanliang ZhangMeng Wang,2026,https://link.springer.com/chapter/10.1007/978-981-95-7826-9_1,Conference paper
HiProX: Highly Efficient Process Execution on&#xa0;IoT and&#xa0;Edge Devices,"Business Process Management: Responsible BPM Forum, Process Technology Forum, Educators Forum",,,,10.1007/978-3-032-02936-2_14,Dominik VoigtLisa PodszunJuergen ManglerStefanie Rinderle-Ma,2026,https://link.springer.com/chapter/10.1007/978-3-032-02936-2_14,Conference paper
The Future of Fault-Tolerant Quantum Computing,Design Automation for Quantum Computing,,,,10.1007/978-3-032-09303-5_15,Prabhat Mishra,2026,https://link.springer.com/chapter/10.1007/978-3-032-09303-5_15,Chapter
Implementation and Testing of Programmable Logic Controller (PLC) Functionality on C-DAC VEGA RISC-V Microcontroller Using OpenPLC,"Emerging Electronics and Automation, Volume 2",,,,10.1007/978-981-95-0705-4_25,A. R. VinukumarA. V. PremjithSri Ram Shankar RajaduraiSivakumaran Natarajan,2026,https://link.springer.com/chapter/10.1007/978-981-95-0705-4_25,Conference paper
Improved arithmetic efficiency in TFHE through gate-level optimizations,The Journal of Supercomputing,,,,10.1007/s11227-025-08107-8,Faris Serdar TaşelAyşe Nurdan Saran,2025,https://link.springer.com/article/10.1007/s11227-025-08107-8,Article
Empirical studies of parameter efficient methods for large language models of code and knowledge transfer to R,Empirical Software Engineering,,,,10.1007/s10664-025-10740-z,Amirreza EsmaeiliIman SaberiFatemeh Fard,2025,https://link.springer.com/article/10.1007/s10664-025-10740-z,Article
Re-presencing the Network: A Phenomenological Paradigm for the Anthropocene,Phenomenology in Action for Researching Networked Learning,,,,10.1007/978-3-031-62780-4_9,Greta Goetz,2024,https://link.springer.com/chapter/10.1007/978-3-031-62780-4_9,Chapter
Experience in teaching quantum computing with hands-on programming labs,The Journal of Supercomputing,,,,10.1007/s11227-024-06001-3,Federico GalettoHiram H. LópezMehdi RahmatiJanche SangChansu Yu,2024,https://link.springer.com/article/10.1007/s11227-024-06001-3,Article
Municipal Wastewater as Potential Bio-refinery,Modern Approaches in Waste Bioremediation,,,,10.1007/978-3-031-24086-7_7,Shipra JhaNahid Siddiqui,2023,https://link.springer.com/chapter/10.1007/978-3-031-24086-7_7,Chapter
A graphical tool for formal verification using Event-B modeling,Multimedia Tools and Applications,,,,10.1007/s11042-023-15993-8,Rahul Karmakar,2023,https://link.springer.com/article/10.1007/s11042-023-15993-8,Article
Experimenting with Quantum True Random Number Generators on NISQ Computers Using High-level Quantum Programming,International Journal of Theoretical Physics,,,,10.1007/s10773-025-06104-4,Vaishnavi Kumar,2025,https://link.springer.com/article/10.1007/s10773-025-06104-4,Article
"NEO-HYPORT: does neoadjuvant radiotherapy improve breast cancer outcomes? An open label, randomised, parallel group, superiority trial to compare the disease-free survival following neoadjuvant versus adjuvant hypofractionated radiotherapy in breast cancer (NEO-HYPORT)",Trials,,,,10.1186/s13063-026-09642-2,Sanjoy ChatterjeeSantam ChakrabortyRosina AhmedSanjit Kumar AgarwalIndu ArunAbhishek SharmaShaurav MaulikShagun Mahajan,2026,https://link.springer.com/article/10.1186/s13063-026-09642-2,Article
Software Reuse Enabled by&#xa0;Machine Learning Based Source Code Analysis: A Case for&#xa0;Automated Classification of&#xa0;OpenSource Software with&#xa0;Respect to&#xa0;Requirements,"Complex, Intelligent and Software Intensive Systems",,,,10.1007/978-3-031-08812-4_45,Dario BrancoLuigi CuccaroBeniamino Di Martino,2022,https://link.springer.com/chapter/10.1007/978-3-031-08812-4_45,Conference paper
A systematic review of strategic approaches and applications in quantum computing,Optical and Quantum Electronics,,,,10.1007/s11082-025-08364-0,Neha SharmaVikas Saxena,2025,https://link.springer.com/article/10.1007/s11082-025-08364-0,Article
LLVM Based Parallelization of C Programs for GPU,Supercomputing,,,,10.1007/978-3-030-64616-5_38,Nikita Kataev,2020,https://link.springer.com/chapter/10.1007/978-3-030-64616-5_38,Conference paper
Toward the future of OECD/ISO biodegradability testing-new approaches and developments,Applied Microbiology and Biotechnology,,,,10.1007/s00253-023-12406-6,Uwe StrotmannGerald ThouandUdo PaggaStefan GartiserHermann J. Heipieper,2023,https://link.springer.com/article/10.1007/s00253-023-12406-6,Article
HEProfiler: an in-depth profiler of approximate homomorphic encryption libraries,Journal of Cryptographic Engineering,,,,10.1007/s13389-025-00377-5,Jonathan TakeshitaNirajan KoiralaColin McKechneyTaeho Jung,2025,https://link.springer.com/article/10.1007/s13389-025-00377-5,Article
Classified Authentication System with IoT and Dashboard,"Advances in Micro-Electronics, Embedded Systems and IoT",,,,10.1007/978-981-16-8550-7_47,Chilakala SudhamaniK. Bharath KumarG. V. Hari PrasadN. Renuka,2022,https://link.springer.com/chapter/10.1007/978-981-16-8550-7_47,Conference paper
Efficient High-Level Programming in Plain Java,International Journal of Parallel Programming,,,,10.1007/s10766-022-00747-0,Rui S. SilvaJoão L. Sobral,2022,https://link.springer.com/article/10.1007/s10766-022-00747-0,Article
Transpilation of&#xa0;Petri-nets into&#xa0;B,Rigorous State-Based Methods,,,,10.1007/978-3-031-63790-2_5,Akram Idani,2024,https://link.springer.com/chapter/10.1007/978-3-031-63790-2_5,Conference paper
Encore: Coda,Active Object Languages: Current Research Trends,,,,10.1007/978-3-031-51060-1_3,Elias CastegrenTobias Wrigstad,2024,https://link.springer.com/chapter/10.1007/978-3-031-51060-1_3,Chapter
Upgrading Angular,Angular for Business,,,,10.1007/978-1-4842-9609-7_8,Michael D. Callaghan,2024,https://link.springer.com/chapter/10.1007/978-1-4842-9609-7_8,Chapter
Protocol Conformance with&#xa0;Choreographic PlusCal,Theoretical Aspects of Software Engineering,,,,10.1007/978-3-031-35257-7_8,Darius FooAndreea CosteaWei-Ngan Chin,2023,https://link.springer.com/chapter/10.1007/978-3-031-35257-7_8,Conference paper
Impact of hardware connectivity on Grover’s algorithm in NISQ era,Quantum Information Processing,,,,10.1007/s11128-025-04733-6,Mohit JoshiManoj Kumar MishraS. Karthikeyan,2025,https://link.springer.com/article/10.1007/s11128-025-04733-6,Article
Utilization of Industrial and Agro-based By-products to Develop Sustainable Controlled Low Strength Material,Arabian Journal for Science and Engineering,,,,10.1007/s13369-024-09255-4,Jaideep AggarwalShweta GoyalManeek Kumar,2024,https://link.springer.com/article/10.1007/s13369-024-09255-4,Article
Revisiting China Threat: The US’ Securitization of the ‘Belt and Road Initiative’,Chinese Political Science Review,,,,10.1007/s41111-021-00179-0,Abdur Rehman Shah,2021,https://link.springer.com/article/10.1007/s41111-021-00179-0,Article
Removal of Heavy Metals from Industrial Wastewater Using Bioremediation Approach,Modern Approaches in Waste Bioremediation,,,,10.1007/978-3-031-24086-7_18,Pooja M. PatilAbhijeet R. MatkarVitthal B. PatilRanjit GuravMaruti J. Dhanavade,2023,https://link.springer.com/chapter/10.1007/978-3-031-24086-7_18,Chapter
Contextual subspace variational quantum eigensolver calculation of the dissociation curve of molecular nitrogen on a superconducting quantum computer,npj Quantum Information,,,,10.1038/s41534-024-00952-4,Tim WeavingAlexis RalliPeter J. LoveSauro SucciPeter V. Coveney,2025,https://link.springer.com/article/10.1038/s41534-024-00952-4,Article
ComPar: Optimized Multi-compiler for Automatic OpenMP S2S Parallelization,OpenMP: Portable Multi-Level Parallelism on Modern Systems,,,,10.1007/978-3-030-58144-2_16,Idan MosseriLee-Or AlonRe’Em HarelGal Oren,2020,https://link.springer.com/chapter/10.1007/978-3-030-58144-2_16,Conference paper
Text-to-Image Generation,Generative Artificial Intelligence,,,,10.1007/979-8-8688-0403-8_2,Shivam R SolankiDrupad K Khublani,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0403-8_2,Chapter
Case Studies,GaN Technology,,,,10.1007/978-3-031-63238-9_6,Nihit BajajDaniel MakusRafael GarciaIgor SpinellaPaul WienerJunyang LuoMatthias KasperGuilherme Bueno MarianiHubie NotoThierry BouchetPeter VaughanRémi ComynDieter LiesabethsDima NovoDenis MarconFrancesco Di DomenicoAlex ZahabizadehStephen OliverMaurizio Di Paolo Emilio,2024,https://link.springer.com/chapter/10.1007/978-3-031-63238-9_6,Chapter
Waste slag benefits for correction of soil acidity,Scientific Reports,,,,10.1038/s41598-022-20528-6,Viorica GhismanAlina Crina MuresanDaniela Laura BuruianaElena Roxana Axente,2022,https://link.springer.com/article/10.1038/s41598-022-20528-6,Article
"Towards a&#xa0;Safe, Verified Runtime Monitor for&#xa0;Embedded Systems: R2U2 in&#xa0;Embedded Rust",NASA Formal Methods,,,,10.1007/978-3-031-93706-4_3,Alexis AurandtPhillip H. JonesKristin Yvonne Rozier,2025,https://link.springer.com/chapter/10.1007/978-3-031-93706-4_3,Conference paper
Quantum Computing Methods for&#xa0;Malware Detection,"Machine Learning, Deep Learning and AI for Cybersecurity",,,,10.1007/978-3-031-83157-7_8,Eliška KrátkáAurél Gábor Gábris,2025,https://link.springer.com/chapter/10.1007/978-3-031-83157-7_8,Chapter
Lift-Offline: Instruction Lifter Generators,Static Analysis,,,,10.1007/978-3-031-74776-2_4,Nicholas CoughlinA. MichaelKait Lam,2025,https://link.springer.com/chapter/10.1007/978-3-031-74776-2_4,Conference paper
Quantum Measurement and&#xa0;Inherent Randomness: A Study on&#xa0;Modified Hadamard Based Xorshift Pseudorandom Number Generator Algorithm,Computational Technologies and Electronics,,,,10.1007/978-3-031-81981-0_19,Rounak BiswasUtpal Roy,2025,https://link.springer.com/chapter/10.1007/978-3-031-81981-0_19,Conference paper
Quantum Data Structures and Encoding,Quantum Computing and Quantum Machine Learning for Engineers and Developers,,,,10.1007/978-3-031-98245-3_4,Jesse Van Griensven ThéRoydon Andrew FraserJose Rosas-Bustos,2025,https://link.springer.com/chapter/10.1007/978-3-031-98245-3_4,Chapter
Quantum Neural Networks: Bridging the Gap Between Quantum Computing and Artificial Intelligence in Industry,Quantum Machine Learning in Industrial Automation,,,,10.1007/978-3-031-99786-0_10,Shreyan Basu RaySoujanya Ray,2025,https://link.springer.com/chapter/10.1007/978-3-031-99786-0_10,Chapter
Quantum secret sharing protocol using GHZ state: implementation on IBM qiskit,Quantum Information Processing,,,,10.1007/s11128-023-04129-4,Nirupam BasakNayana DasGoutam PaulKaushik NandiNixon Patel,2023,https://link.springer.com/article/10.1007/s11128-023-04129-4,Article
Quantum encryption of superposition states with quantum permutation pad in IBM quantum computers,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-023-00164-3,Maria PerepechaenkoRandy Kuang,2023,https://link.springer.com/article/10.1140/epjqt/s40507-023-00164-3,Article
Green transition and economic growth in G20 countries: evidence from disaggregated energy sources,Environmental Science and Pollution Research,,,,10.1007/s11356-023-28781-6,Wasi Ul Hassan ShahXuhui ZhangRizwana YasmeenIhtsham Ul Haq Padda,2023,https://link.springer.com/article/10.1007/s11356-023-28781-6,Article
Shallow Water DG Simulations on&#xa0;FPGAs: Design and&#xa0;Comparison of&#xa0;a&#xa0;Novel Code Generation Pipeline,High Performance Computing,,,,10.1007/978-3-031-32041-5_5,Christoph AltTobias KenterSara Faghih-NainiJennifer FajJan-Oliver OpdenhövelChristian PlesslVadym AizingerJan HönigHarald Köstler,2023,https://link.springer.com/chapter/10.1007/978-3-031-32041-5_5,Conference paper
Metagenomics Analysis of Extremophiles and Its Potential Use in Industrial Waste Water Treatment,Modern Approaches in Waste Bioremediation,,,,10.1007/978-3-031-24086-7_12,Ashok Kumar ShettihalliSaisha VinjamuriS. Divijendra Natha ReddyRenu PaiPrathibha Narayanan,2023,https://link.springer.com/chapter/10.1007/978-3-031-24086-7_12,Chapter
Private Company,Economic Policy of the People's Republic of China,,,,10.1007/978-3-658-38467-8_7,Enrico CordesKonstantin KroneViktoria Paul,2023,https://link.springer.com/chapter/10.1007/978-3-658-38467-8_7,Chapter
Optimising the quantum/classical interface for efficiency and portability with a multi-level hardware abstraction layer for quantum computers,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-023-00192-z,Kenton M. BarnesAnton BuyskikhNicholas Y. ChenGabriel GallardoMarco GhibaudiMatthew J. A. RuszalaDaniel S. UnderwoodAbhishek AgarwalDeep LallIvan RunggerNikolaos Schoinas,2023,https://link.springer.com/article/10.1140/epjqt/s40507-023-00192-z,Article
Teaching sourcing during online inquiry&#xa0;–&#xa0;adolescents with the weakest skills benefited the most,Instructional Science,,,,10.1007/s11251-022-09597-2,Elina K. HämäläinenCarita KiiliEija RäikkönenMinna LakkalaLiisa IlomäkiAuli ToomMiika Marttunen,2022,https://link.springer.com/article/10.1007/s11251-022-09597-2,Article
A Blockchain-Based Model for OAuth Authorization via Third-Party Web Application,Applied Technologies,,,,10.1007/978-3-031-24985-3_32,Julio C. Mendoza-TelloNelson R. Baquero-Parra,2023,https://link.springer.com/chapter/10.1007/978-3-031-24985-3_32,Conference paper
Exploiting the&#xa0;Benefits of&#xa0;Clean Ancilla Based Toffoli Gate Decomposition Across Architectures,Reversible Computation,,,,10.1007/978-3-031-38100-3_15,Abhoy KoleKamalika DattaPhilipp NiemannIndranil SenguptaRolf Drechsler,2023,https://link.springer.com/chapter/10.1007/978-3-031-38100-3_15,Conference paper
Dynamic full quantum one-way function based on quantum circuit mapping,Quantum Information Processing,,,,10.1007/s11128-023-04065-3,Yao TangTao ShangJianwei Liu,2023,https://link.springer.com/article/10.1007/s11128-023-04065-3,Article
Soundscape: The Development of a New Discipline,Soundscapes: Humans and Their Acoustic Environment,,,,10.1007/978-3-031-22779-0_1,Brigitte Schulte-FortkampAndré Fiebig,2023,https://link.springer.com/chapter/10.1007/978-3-031-22779-0_1,Chapter
Property-Driven Code Obfuscations Reinterpreting Jones-Optimality in&#xa0;Abstract Interpretation,Static Analysis,,,,10.1007/978-3-031-22308-2_12,Roberto GiacobazziIsabella Mastroeni,2022,https://link.springer.com/chapter/10.1007/978-3-031-22308-2_12,Conference paper
API Documentation,API Management,,,,10.1007/979-8-8688-0054-2_4,Brajesh De,2023,https://link.springer.com/chapter/10.1007/979-8-8688-0054-2_4,Chapter
"On the&#xa0;Efficiency of&#xa0;Building Large Collections of&#xa0;Software: Modeling, Algorithms, and&#xa0;Experimental Results",Software Technologies,,,,10.1007/978-3-031-37231-5_7,Stephen R. TateBo Yuan,2023,https://link.springer.com/chapter/10.1007/978-3-031-37231-5_7,Conference paper
Machine learning in astronomy,Journal of Astrophysics and Astronomy,,,,10.1007/s12036-022-09871-2,Ajit KembhaviRohan Pattnaik,2022,https://link.springer.com/article/10.1007/s12036-022-09871-2,Article
“A Sin and a Shame”: Regional Institutional Development in the Late Nineteenth Century,"California and the Politics of Disability, 1850–1970",,,,10.1007/978-3-031-21714-2_3,Eileen V. Wallis,2023,https://link.springer.com/chapter/10.1007/978-3-031-21714-2_3,Chapter
Biomaterials Derived from Agricultural Waste: A Focus on Collagen,"Agricultural Waste: Environmental Impact, Useful Metabolites and Energy Production",,,,10.1007/978-981-19-8774-8_4,Safiya NoorzaiCasparus Johannes Reinhard Verbeek,2023,https://link.springer.com/chapter/10.1007/978-981-19-8774-8_4,Chapter
Effects of&#xa0;Approximate Computing on&#xa0;Workload Characteristics,Architecture of Computing Systems,,,,10.1007/978-3-031-21867-5_6,Daniel MaierStefan SchirmeisterBen Juurlink,2022,https://link.springer.com/chapter/10.1007/978-3-031-21867-5_6,Conference paper
Discovering sparse interpretable dynamics from partial observations,Communications Physics,,,,10.1038/s42005-022-00987-z,Peter Y. LuJoan Ariño BernadMarin Soljačić,2022,https://link.springer.com/article/10.1038/s42005-022-00987-z,Article
Design of Digital Filters,Continuous and Discrete-Time Signals and Systems,,,,10.1007/978-3-031-81209-5_12,Athanasios I. Margaris,2025,https://link.springer.com/chapter/10.1007/978-3-031-81209-5_12,Chapter
"Drinking Water Quality Assessment of Government, Non-Government and Self-Based Schemes in the Disaster Affected Areas of Khyber Pakhtunkhwa, Pakistan",Exposure and Health,,,,10.1007/s12403-022-00511-2,Javed NawabAbdur RahmanSardar KhanJunaid GhaniZahid UllahHaris KhanMuhammad Waqas,2022,https://link.springer.com/article/10.1007/s12403-022-00511-2,Article
MAPredict: Static Analysis Driven Memory Access Prediction Framework for&#xa0;Modern CPUs,High Performance Computing,,,,10.1007/978-3-031-07312-0_12,Mohammad Alaul Haque MonilSeyong LeeJeffrey S. VetterAllen D. Malony,2022,https://link.springer.com/chapter/10.1007/978-3-031-07312-0_12,Conference paper
Characterization for Cleaner and Sustainable Production of Glycerol from Tallow Under Aqueous Media at High Pressure and Temperature,"Iranian Journal of Science and Technology, Transactions A: Science",,,,10.1007/s40995-022-01341-2,T. NarayaniBidisha PandaRames C. PandaB. VenkatakrishnanN. Vedaraman,2022,https://link.springer.com/article/10.1007/s40995-022-01341-2,Article
