Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Hardware-aware Toffoli gate decomposition via echoed cross-resonance gates,Quantum Studies: Mathematics and Foundations,,,,10.1007/s40509-025-00369-4,Muhammad AbuGhanem,2025,https://link.springer.com/article/10.1007/s40509-025-00369-4,Article
Improving the&#xa0;Quality of&#xa0;Quantum Services Generation Process: Controlling Errors and&#xa0;Noise,Hybrid Artificial Intelligent Systems,,,,10.1007/978-3-031-40725-3_16,Jaime Alvarado-ValienteJavier Romero-ÁlvarezDanel AriasErik B. TerresJose Garcia-AlonsoEnrique MoguelPablo García BringasJuan M. Murillo,2023,https://link.springer.com/chapter/10.1007/978-3-031-40725-3_16,Conference paper
"Quantum computing and neuromorphic computing for safe, reliable, and explainable multi-agent reinforcement learning: optimal control in autonomous robotics",Iran Journal of Computer Science,,,,10.1007/s42044-025-00306-z,Mazyar TaghaviRahman Farnoosh,2025,https://link.springer.com/article/10.1007/s42044-025-00306-z,Article
The Universal Safety Format in Action: Tool Integration and Practical Application,SN Computer Science,,,,10.1007/s42979-022-01532-z,Frederik HaxelAlexander ViehlMichael BenkelBjoern BeyreutherKlaus BirkenRolf SchmedesKim GrüttnerDaniel Mueller-Gritschneder,2023,https://link.springer.com/article/10.1007/s42979-022-01532-z,Article
The Status-Quo in nested data processing for high-energy physics,The VLDB Journal,,,,10.1007/s00778-025-00924-w,Dan GraurIngo MüllerMason ProffittGhislain FournyGordon T. WattsGustavo Alonso,2025,https://link.springer.com/article/10.1007/s00778-025-00924-w,Article
Intelligent Decision Support for&#xa0;Cybersecurity Incident Response Teams: Autonomic Architecture and&#xa0;Mitigation Search,Risks and Security of Internet and Systems,,,,10.1007/978-3-031-02067-4_6,Camilo CorreaJacques RobinRaul MazoSalvador Abreu,2022,https://link.springer.com/chapter/10.1007/978-3-031-02067-4_6,Conference paper
"Recent Innovations in the Strategies for the Functionalization of Chitosan, Pectin, Alginate, Hyaluronic Acid, Dextran and Inulin Biomaterials for Anticancer Applications-A Review",Journal of Polymers and the Environment,,,,10.1007/s10924-022-02547-6,Showkat Ali GanieLuqman Jameel RatherQing Li,2022,https://link.springer.com/article/10.1007/s10924-022-02547-6,Article
Innovative Farm Practices and Water Use Efficiency: A Study of the System of Rice Intensification Under Different Settings in South India,The Irrigation Future of India,,,,10.1007/978-3-030-89613-3_13,A. Narayanamoorthy,2022,https://link.springer.com/chapter/10.1007/978-3-030-89613-3_13,Chapter
Error crafting in mixed quantum gate synthesis,npj Quantum Information,,,,10.1038/s41534-025-01032-x,Nobuyuki YoshiokaSeiseki AkibueHayata MorisakiKento TsubouchiYasunari Suzuki,2025,https://link.springer.com/article/10.1038/s41534-025-01032-x,Article
Quantum computing for space applications: a selective review and perspectives,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-025-00369-8,Pietro TortaRebecca CasatiStefano BruniAntonio MandarinoEnrico Prati,2025,https://link.springer.com/article/10.1140/epjqt/s40507-025-00369-8,Article
The Art of Developing Frama-C Plug-ins,Guide to Software Verification with Frama-C,,,,10.1007/978-3-031-55608-1_7,François BobotAndré MaronezeVirgile PrevostoJulien Signoles,2024,https://link.springer.com/chapter/10.1007/978-3-031-55608-1_7,Chapter
‘Stay Sexy and Don’t Get Murdered’: Depictions of Female Victimhood in Post-Me Too True Crime,Critiquing Violent Crime in the Media,,,,10.1007/978-3-030-83758-7_6,Megan HoffmanSimon Hobbs,2021,https://link.springer.com/chapter/10.1007/978-3-030-83758-7_6,Chapter
Understanding the adoption of modern Javascript features: An empirical study on open-source systems,Empirical Software Engineering,,,,10.1007/s10664-025-10663-9,Walter LucasRafael NunesRodrigo BonifácioFausto CarvalhoRicardo LimaMichael SilvaAdriano TorresPaola AcciolyEduardo MonteiroJoão Saraiva,2025,https://link.springer.com/article/10.1007/s10664-025-10663-9,Article
The Decidability of Verification under PS 2.0,Programming Languages and Systems,,,,10.1007/978-3-030-72019-3_1,Parosh Aziz AbdullaMohamed Faouzi AtigAdwait GodboleS. KrishnaViktor Vafeiadis,2021,https://link.springer.com/chapter/10.1007/978-3-030-72019-3_1,Conference paper
Automated property-based testing from AADL component contracts,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-025-00792-3,John HatcliffJason BeltRobbyJacob LeggDanielle StewartTodd Carpenter,2025,https://link.springer.com/article/10.1007/s10009-025-00792-3,Article
"IBM quantum computers: evolution, performance, and future directions",The Journal of Supercomputing,,,,10.1007/s11227-025-07047-7,Muhammad AbuGhanem,2025,https://link.springer.com/article/10.1007/s11227-025-07047-7,Article
Rare-Earth Doped Inorganic Materials for Light-Emitting Applications,Advanced Materials for Solid State Lighting,,,,10.1007/978-981-99-4145-2_1,Irfan AyoubRishabh SehgalVishal SharmaRakesh SehgalHendrik C. SwartVijay Kumar,2023,https://link.springer.com/chapter/10.1007/978-981-99-4145-2_1,Chapter
Towards a Modular and Variability-Aware Aerodynamic Simulator,The Logic of Software. A Tasting Menu of Formal Methods,,,,10.1007/978-3-031-08166-8_8,Ferruccio DamianiMichael LienhardtBruno MaugarsBertrand Michel,2022,https://link.springer.com/chapter/10.1007/978-3-031-08166-8_8,Chapter
Quantum Secret Sharing using GHZ State Qubit Positioning and Selective Qubits Strategy with Simulation Analysis,International Journal of Theoretical Physics,,,,10.1007/s10773-022-05237-0,Farhan MusannaSanjeev Kumar,2022,https://link.springer.com/article/10.1007/s10773-022-05237-0,Article
Hardware/Software Codesign for Energy Efficiency and Robustness: From Error-Tolerant Computing to Approximate Computing,Dependable Embedded Systems,,,,10.1007/978-3-030-52017-5_22,Abbas RahimiRajesh K. Gupta,2021,https://link.springer.com/chapter/10.1007/978-3-030-52017-5_22,Chapter
A hierarchical Bayesian model for predicting fire ignitions after an earthquake with application to California,Natural Hazards,,,,10.1007/s11069-021-05109-6,Qi TongThomas Gernay,2021,https://link.springer.com/article/10.1007/s11069-021-05109-6,Article
Tools at&#xa0;the&#xa0;Frontiers of&#xa0;Quantitative Verification,TOOLympics Challenge 2023,,,,10.1007/978-3-031-67695-6_4,Roman AndriushchenkoAlexander BorkCarlos E. BuddeMilan ČeškaKush GroverErnst Moritz HahnArnd HartmannsBryant IsraelsenNils JansenJoshua JeppsonSebastian JungesMaximilian A. KöhlBettina KönighoferJan KřetínskýTobias MeggendorferDavid ParkerStefan PrangerTim QuatmannEnno RuijtersLandon TaylorMatthias VolkMaximilian WeiningerZhen Zhang,2025,https://link.springer.com/chapter/10.1007/978-3-031-67695-6_4,Conference paper
Quantum and Classical Circuits,Quantum Computing and Quantum Machine Learning for Engineers and Developers,,,,10.1007/978-3-031-98245-3_3,Jesse Van Griensven ThéRoydon Andrew FraserJose Rosas-Bustos,2025,https://link.springer.com/chapter/10.1007/978-3-031-98245-3_3,Chapter
WhyMon: A Runtime Monitoring Tool with&#xa0;Explanations as&#xa0;Verdicts,Automated Technology for Verification and Analysis,,,,10.1007/978-3-031-78750-8_4,Leonardo LimaJonathan Julián  Huerta y MuniveDmitriy Traytel,2025,https://link.springer.com/chapter/10.1007/978-3-031-78750-8_4,Conference paper
BIS: NL2SQL Service Evaluation Benchmark for&#xa0;Business Intelligence Scenarios,Service-Oriented Computing,,,,10.1007/978-981-96-0808-9_27,Bora CaglayanMingxue WangJohn D. KelleherShen FeiGui TongJiandong DingPuchao Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-0808-9_27,Conference paper
Programming Privacy—A Short Observational Study of Homomorphic Encryption Compilers for Bioinformatics Applications,Cybersecurity and Human Capabilities Through Symbiotic Artificial Intelligence,,,,10.1007/978-3-031-82031-1_14,Christopher P. Lewington,2025,https://link.springer.com/chapter/10.1007/978-3-031-82031-1_14,Conference paper
FeynmanDD: Quantum Circuit Analysis with&#xa0;Classical Decision Diagrams,Computer Aided Verification,,,,10.1007/978-3-031-98685-7_2,Ziyuan WangBin ChengLongxiang YuanZhengfeng Ji,2025,https://link.springer.com/chapter/10.1007/978-3-031-98685-7_2,Conference paper
"SQL, PLSQL Enhancements and New&#xa0;Functions",Oracle 23AI & ADBS in Action,,,,10.1007/979-8-8688-2068-7_7,Asim Chowdhury,2025,https://link.springer.com/chapter/10.1007/979-8-8688-2068-7_7,Chapter
Overview of&#xa0;Web Application Performance Optimization Techniques,Web Information Systems and Technologies,,,,10.1007/978-3-031-89621-7_3,Juho VepsäläinenArto HellasPetri Vuorimaa,2025,https://link.springer.com/chapter/10.1007/978-3-031-89621-7_3,Conference paper
Ripple: Accelerating Programmable Bootstraps for FHE with Wavelet Approximations,Information Security,,,,10.1007/978-3-031-75757-0_14,Charles GouertMehmet UgurbilDimitris MourisMiguel de VegaNektarios G. Tsoutsos,2025,https://link.springer.com/chapter/10.1007/978-3-031-75757-0_14,Conference paper
Verification of Quantum Circuits,Handbook of Computer Architecture,,,,10.1007/978-981-97-9314-3_43,Robert WilleLukas Burgholzer,2025,https://link.springer.com/rwe/10.1007/978-981-97-9314-3_43,Reference work entry
Efficient quantum circuit contraction using tensor decision diagrams,The Journal of Supercomputing,,,,10.1007/s11227-024-06836-w,Vicente Lopez-OlivaJose M. BadiaMaribel Castillo,2024,https://link.springer.com/article/10.1007/s11227-024-06836-w,Article
OmpSs-2@Cluster: Distributed Memory Execution of&#xa0;Nested OpenMP-style Tasks,Euro-Par 2022: Parallel Processing,,,,10.1007/978-3-031-12597-3_20,Jimmy Aguilar MenaOmar ShaabanVicenç BeltranPaul CarpenterEduard AyguadeJesus Labarta Mancho,2022,https://link.springer.com/chapter/10.1007/978-3-031-12597-3_20,Conference paper
Skills Required for Quantum Computing: A Comprehensive Review of Recent Studies,Programming and Computer Software,,,,10.1134/S0361768824700804,Reyes Juárez-RamírezSamantha JiménezChristian X. NavarroCésar Guerra-GarcíaHector G. Perez-GonzalezCarlos Fernández-y-FernándezJavier Ortiz-HernándezKarina Cancino,2024,https://link.springer.com/article/10.1134/S0361768824700804,Article
mad-GP: automatic differentiation of Gaussian processes for molecules and materials,Journal of Mathematical Chemistry,,,,10.1007/s10910-022-01334-x,Daniel HuangChong TengJunwei Lucas BaoJean-Baptiste Tristan,2022,https://link.springer.com/article/10.1007/s10910-022-01334-x,Article
Monoparametric Tiling of Polyhedral Programs,International Journal of Parallel Programming,,,,10.1007/s10766-021-00694-2,Guillaume IoossChristophe AliasSanjay Rajopadhye,2021,https://link.springer.com/article/10.1007/s10766-021-00694-2,Article
An Affine Scheduling Framework for Integrating Data Layout and&#xa0;Loop Transformations,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-030-95953-1_1,Jun ShirakoVivek Sarkar,2022,https://link.springer.com/chapter/10.1007/978-3-030-95953-1_1,Conference paper
Remote OpenMP Offloading,High Performance Computing,,,,10.1007/978-3-031-07312-0_16,Atmn PatelJohannes Doerfert,2022,https://link.springer.com/chapter/10.1007/978-3-031-07312-0_16,Conference paper
Quantum Artificial Intelligence: A Brief Survey,KI - Künstliche Intelligenz,,,,10.1007/s13218-024-00871-8,Matthias KluschJörg LässigDaniel MüssigAntonio MacalusoFrank K. Wilhelm,2024,https://link.springer.com/article/10.1007/s13218-024-00871-8,Article
"Keeping Employees Safe During Health Crises: The Effects of Media Exposure, HR Practices, and Age",Journal of Business and Psychology,,,,10.1007/s10869-022-09837-9,Shuqi LiHenry R. YoungMajid GhorbaniByron Y. LeeDaan van KnippenbergRussell E. Johnson,2022,https://link.springer.com/article/10.1007/s10869-022-09837-9,Article
Sensitivity analysis of deployable flexible space structures with a large number of design parameters,Nonlinear Dynamics,,,,10.1007/s11071-021-06741-4,Shuai WangQiang TianHaiyan HuJunwei ShiLingbin Zeng,2021,https://link.springer.com/article/10.1007/s11071-021-06741-4,Article
Catalysing Groundwater Governance Through People’s Participation and Institutional Reform,Water Governance and Management in India,,,,10.1007/978-981-16-1472-9_1,Himanshu KulkarniDhaval JoshiUma AslekarSiddharth Patil,2021,https://link.springer.com/chapter/10.1007/978-981-16-1472-9_1,Chapter
Exact Numerical Differentiation on&#xa0;the&#xa0;Infinity Computer and&#xa0;Applications in&#xa0;Global Optimization,Numerical  Infinities and Infinitesimals in Optimization,,,,10.1007/978-3-030-93642-6_9,Maria Chiara NassoYaroslav D. Sergeyev,2022,https://link.springer.com/chapter/10.1007/978-3-030-93642-6_9,Chapter
Climate Change Mitigation,"Climate Change, Forests and Federalism",,,,10.1007/978-981-19-0742-5_2,Evgeny Guglyuvatyy,2022,https://link.springer.com/chapter/10.1007/978-981-19-0742-5_2,Chapter
A Survey of Programming Language Memory Models,Programming and Computer Software,,,,10.1134/S0361768821060050,E. MoiseenkoA. PodkopaevD. Koznov,2021,https://link.springer.com/article/10.1134/S0361768821060050,Article
Anti-obfuscation Binary Code Clone Detection Based on Software Gene,Data Science,,,,10.1007/978-981-16-5940-9_15,Ke TangFudong LiuZheng ShanChunyan Zhang,2021,https://link.springer.com/chapter/10.1007/978-981-16-5940-9_15,Conference paper
Seamless Integration and&#xa0;Testing for&#xa0;MAS Engineering,Engineering Multi-Agent Systems,,,,10.1007/978-3-030-97457-2_15,Mostafa Mohajeri PariziGiovanni SilenoTom van Engers,2022,https://link.springer.com/chapter/10.1007/978-3-030-97457-2_15,Conference paper
Earth’s Water Distribution,Clean Water and Sanitation,,,,10.1007/978-3-319-95846-0_103,Oksana TarasovaDmytro Gulevets,2022,https://link.springer.com/rwe/10.1007/978-3-319-95846-0_103,Reference work entry
Formal Techniques for Development and Auto-tuning of Parallel Programs,SN Computer Science,,,,10.1007/s42979-022-01559-2,Anatoliy DoroshenkoPavlo IvanenkoOlena Yatsenko,2023,https://link.springer.com/article/10.1007/s42979-022-01559-2,Article
Under the Hood of SYCL – An Initial Performance Analysis with An Unstructured-Mesh CFD Application,High Performance Computing,,,,10.1007/978-3-030-78713-4_21,Istvan Z. RegulyAndrew M. B. OwensonArchie PowellStephen A. JarvisGihan R. Mudalige,2021,https://link.springer.com/chapter/10.1007/978-3-030-78713-4_21,Conference paper
Supporting Multiple Programming Languages in an Online Judge,"Ludic, Co-design and Tools Supporting Smart Learning Ecosystems and Smart Education",,,,10.1007/978-981-15-7383-5_21,Ioana-Teodora TicaAlexandru-Corneliu OlteanuEmil Racec,2021,https://link.springer.com/chapter/10.1007/978-981-15-7383-5_21,Conference paper
Quantum Computing Meets Artificial Intelligence: Innovations and Challenges,Handbook on Artificial Intelligence-Empowered Applied Software Engineering,,,,10.1007/978-3-031-08202-3_12,Maha A. MetaweiHesham EldeebSalwa M. NassarMohamed Taher,2022,https://link.springer.com/chapter/10.1007/978-3-031-08202-3_12,Chapter
Enhancing scalability and accuracy of quantum poisson solver,Quantum Information Processing,,,,10.1007/s11128-024-04420-y,Kamal K. SahaWalter RobsonConnor HowingtonIn-Saeng SuhZhimin WangJaroslaw Nabrzyski,2024,https://link.springer.com/article/10.1007/s11128-024-04420-y,Article
Detecting Disaster Before It Strikes: On the Challenges of Automated Building and Testing in HPC Environments,Tools for High Performance Computing 2018 / 2019,,,,10.1007/978-3-030-66057-4_1,Christian FeldMarkus GeimerMarc-André HermannsPavel SaviankouAnke VisserBernd Mohr,2021,https://link.springer.com/chapter/10.1007/978-3-030-66057-4_1,Conference paper
ASIF: An Internal Representation Suitable for Program Transformation and Parallel Conversion,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-030-79276-3_12,Sesha KalyurG. S. Nagaraja,2021,https://link.springer.com/chapter/10.1007/978-3-030-79276-3_12,Conference paper
An algorithm based on quantum phase estimation for the identification of patterns,Quantum Information Processing,,,,10.1007/s11128-024-04388-9,Dimitris NtalaperasAndreas KalogeropoulosNikos Konofaos,2024,https://link.springer.com/article/10.1007/s11128-024-04388-9,Article
"Communication, TCP/IP, and Internet",Computer Architecture and Organization,,,,10.1007/978-981-16-5662-0_9,Shuangbao Paul Wang,2021,https://link.springer.com/chapter/10.1007/978-981-16-5662-0_9,Chapter
Transformation of agro-biomass into vanillin through novel membrane integrated value-addition process: a state-of-art review,Biomass Conversion and Biorefinery,,,,10.1007/s13399-022-03283-6,Jayato NayakAradhana BasuPinaki DeyRamesh KumarAnuradha UpadhayaSanchari GhoshBhaskar BishayeeSmruti Rekha MishraSuraj K. TripathyShirsendu BanerjeeMadhubanti PalParimal PalSnehasish MishraBikram BasakByong-Hun JeonSankha Chakrabortty,2022,https://link.springer.com/article/10.1007/s13399-022-03283-6,Article
Digital quantum simulation of gravitational optomechanics with IBM quantum computers,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-024-00242-0,Pablo Guillermo Carmona RufoAnupam MazumdarSougato BoseCarlos Sabín,2024,https://link.springer.com/article/10.1140/epjqt/s40507-024-00242-0,Article
"Assessing the drinking water quality of educational institutions at selected locations of district Swat, Pakistan",Environmental Earth Sciences,,,,10.1007/s12665-021-09595-6,Muhammad SalamFakhri AlamMd. Nuralam HossainMian Abdal SaeedTasir KhanKinza ZarinBakht RwanWaheed UllahWaqas KhanOwais Khan,2021,https://link.springer.com/article/10.1007/s12665-021-09595-6,Article
Performance and Security Evaluation in Microservices Architecture Using Open Source Containers,Applied Technologies,,,,10.1007/978-3-030-71503-8_37,Diego Antonio Castillo RivasDaniel Guamán,2021,https://link.springer.com/chapter/10.1007/978-3-030-71503-8_37,Conference paper
SQL Server on Linux,High Performance SQL Server,,,,10.1007/978-1-4842-6491-1_2,Benjamin Nevarez,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6491-1_2,Chapter
Polycyclic Aromatic Hydrocarbon,Encyclopedia of Astrobiology,,,,10.1007/978-3-642-27833-4_1250-4,Els PeetersJan Cami,2021,https://link.springer.com/rwe/10.1007/978-3-642-27833-4_1250-4,Living reference work entry
Homologous recombination proficiency in ovarian and breast cancer patients,BMC Cancer,,,,10.1186/s12885-021-08863-9,Justin Fortune CreedenNisha S. NanavatyKatelyn R. EinlothCassidy E. GillmanLaura StanberyDanae M. HamoudaLance DworkinJohn Nemunaitis,2021,https://link.springer.com/article/10.1186/s12885-021-08863-9,Article
Quantum circuits for computing Hamming distance requiring fewer T gates,The Journal of Supercomputing,,,,10.1007/s11227-024-05916-1,Francisco OrtsGloria OrtegaElías F. CombarroIgnacio F. RúaEster M. Garzón,2024,https://link.springer.com/article/10.1007/s11227-024-05916-1,Article
Error-Tolerant Mapping for Quantum Computing,Emerging Computing: From Devices to Systems,,,,10.1007/978-981-16-7487-7_12,Abdullah Ash SakiMahabubul AlamJunde LiSwaroop Ghosh,2023,https://link.springer.com/chapter/10.1007/978-981-16-7487-7_12,Chapter
Quantum Computing Research Lines in&#xa0;the&#xa0;Italian Center for&#xa0;Supercomputing,"Embedded Computer Systems: Architectures, Modeling, and Simulation",,,,10.1007/978-3-031-46077-7_28,Alessandro BarenghiPaolo CremonesiGerardo Pelosi,2023,https://link.springer.com/chapter/10.1007/978-3-031-46077-7_28,Conference paper
Enabling an&#xa0;Isolated and&#xa0;Energy-Aware Deployment of&#xa0;Computationally Intensive Kernels on&#xa0;Multi-tenant Environments,"Embedded Computer Systems: Architectures, Modeling, and Simulation",,,,10.1007/978-3-031-46077-7_27,Argyris KokkinisAnnastasios NanosKostas Siozios,2023,https://link.springer.com/chapter/10.1007/978-3-031-46077-7_27,Conference paper
Oral Inhalers,Essentials of Industrial Pharmacy,,,,10.1007/978-3-030-84977-1_9,Elena HaettigMarc Schneider,2022,https://link.springer.com/chapter/10.1007/978-3-030-84977-1_9,Chapter
The effects of quantum hardware properties on the performances of variational quantum learning algorithms,Quantum Machine Intelligence,,,,10.1007/s42484-024-00144-5,Giuseppe BuonaiutoFrancesco GargiuloGiuseppe De PietroMassimo EspositoMarco Pota,2024,https://link.springer.com/article/10.1007/s42484-024-00144-5,Article
QPU integration in OpenCL for heterogeneous programming,The Journal of Supercomputing,,,,10.1007/s11227-023-05879-9,Jorge Vázquez-PérezCésar PiñeiroJuan C. PichelTomás F. PenaAndrés Gómez,2024,https://link.springer.com/article/10.1007/s11227-023-05879-9,Article
Efficient heterogeneous programming with FPGAs using the Controller model,The Journal of Supercomputing,,,,10.1007/s11227-021-03792-7,Gabriel Rodriguez-CanalYuri TorresFrancisco J. AndújarArturo Gonzalez-Escribano,2021,https://link.springer.com/article/10.1007/s11227-021-03792-7,Article
Designing a ROCm-Aware MPI Library for AMD GPUs: Early Experiences,High Performance Computing,,,,10.1007/978-3-030-78713-4_7,Kawthar Shafie KhorassaniJahanzeb HashmiChing-Hsiang ChuChen-Chun ChenHari SubramoniDhabaleswar K. Panda,2021,https://link.springer.com/chapter/10.1007/978-3-030-78713-4_7,Conference paper
The Implementation of Emerging Clean Technologies and Circular Value Chains: Challenges from Three Cases of By-Product Valorization,Business Models for the Circular Economy,,,,10.1007/978-3-031-08313-6_5,Laura CarraresiStefanie Bröring,2022,https://link.springer.com/chapter/10.1007/978-3-031-08313-6_5,Chapter
Quantum Software Ecosystem Design,Quantum Software,,,,10.1007/978-3-031-64136-7_7,Achim BasermannMichael EppingBenedikt FausewehMichael FeldererElisabeth LobeMelven Röhrig-ZöllnerGary SchmiedinghoffPeter K. SchuhmacherYoshinta SetyawatiAlexander Weinert,2024,https://link.springer.com/chapter/10.1007/978-3-031-64136-7_7,Chapter
Is Simulation the&#xa0;only Alternative for&#xa0;Effective Verification of&#xa0;Dynamic Quantum Circuits?,Reversible Computation,,,,10.1007/978-3-031-62076-8_13,Liam HurwitzKamalika DattaAbhoy KoleRolf Drechsler,2024,https://link.springer.com/chapter/10.1007/978-3-031-62076-8_13,Conference paper
Migration of Legacy Java Desktop Applications to Collaborative Web,Human-Computer Interaction,,,,10.1007/978-3-031-57982-0_16,Antonio LabiánJesús D. García-ConsuegraManuel Ortega,2024,https://link.springer.com/chapter/10.1007/978-3-031-57982-0_16,Conference paper
Quantum Software Engineering and Programming Applied to Personalized Pharmacogenomics,Quantum Software,,,,10.1007/978-3-031-64136-7_11,José Luis HeviaEzequiel MurinaAurelio MartínezGuido Peterssen,2024,https://link.springer.com/chapter/10.1007/978-3-031-64136-7_11,Chapter
Challenges for Quantum Software Engineering: An Industrial Application Scenario Perspective,Quantum Software,,,,10.1007/978-3-031-64136-7_12,Cecilia CarbonelliMichael FeldererMatthias JungElisabeth LobeMalte LochauSebastian LuberWolfgang MauererRudolf RamlerIna SchaeferChristoph Schroth,2024,https://link.springer.com/chapter/10.1007/978-3-031-64136-7_12,Chapter
Elegance Enhanced: Object Types and Collections,IT Crisisology Models,,,,10.1007/978-981-99-8649-1_5,Sergey V. Zykov,2024,https://link.springer.com/chapter/10.1007/978-981-99-8649-1_5,Chapter
Threshold Fully Homomorphic Encryption Over&#xa0;the&#xa0;Torus,Computer Security – ESORICS 2023,,,,10.1007/978-3-031-50594-2_3,Yukimasa SugizakiHikaru TsuchidaTakuya HayashiKoji NuidaAkira NakashimaToshiyuki IsshikiKengo Mori,2024,https://link.springer.com/chapter/10.1007/978-3-031-50594-2_3,Conference paper
"Laying the Foundation: Pixels, Logic, and Data Streams",CodeMosaic,,,,10.1007/979-8-8688-0276-8_2,Arpit Dwivedi,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0276-8_2,Chapter
Future Trends and Emerging Technologies,Scalable AI and Design Patterns,,,,10.1007/979-8-8688-0158-7_11,Abhishek Mishra,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0158-7_11,Chapter
Cloud-Based Tool for&#xa0;Node.js Project Generation Using Abstract Syntax Trees,Proceedings of Fifth Doctoral Symposium on Computational Intelligence,,,,10.1007/978-981-97-6726-7_5,Yug SharmaAryaman SharmaDviyansh ChamoliNeha Agarwal,2024,https://link.springer.com/chapter/10.1007/978-981-97-6726-7_5,Conference paper
FusionCL: a machine-learning based approach for OpenCL kernel fusion to increase system performance,Computing,,,,10.1007/s00607-021-00958-2,Yasir Noman KhalidMuhammad AleemUsman AhmedRadu ProdanMuhammad Arshad IslamMuhammad Azhar Iqbal,2021,https://link.springer.com/article/10.1007/s00607-021-00958-2,Article
Quantum random number generator on IBM QX,Journal of Cryptographic Engineering,,,,10.1007/s13389-023-00341-1,Vaishnavi kumarPadmapriya Pravinkumar,2023,https://link.springer.com/article/10.1007/s13389-023-00341-1,Article
Business Intelligence Culture,Business Intelligence,,,,10.1007/978-3-030-67032-0_9,Rimvydas Skyrius,2021,https://link.springer.com/chapter/10.1007/978-3-030-67032-0_9,Chapter
QSPcc reduces bottlenecks in computational model simulations,Communications Biology,,,,10.1038/s42003-021-02553-9,Danilo TomasoniAlessio ParisStefano GiampiccoloFederico RealiGiulia SimoniLuca MarchettiChanchala KaddiSusana Neves-ZaphCorrado PriamiKarim AzerRosario Lombardo,2021,https://link.springer.com/article/10.1038/s42003-021-02553-9,Article
Classification Techniques,Data Science and Analytics for SMEs,,,,10.1007/978-1-4842-8670-8_7,Afolabi Ibukun Tolulope,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8670-8_7,Chapter
Quantum encryption with quantum permutation pad in IBMQ systems,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-022-00145-y,Randy KuangMaria Perepechaenko,2022,https://link.springer.com/article/10.1140/epjqt/s40507-022-00145-y,Article
Bio-mordants: a review,Environmental Science and Pollution Research,,,,10.1007/s11356-024-32174-8,Hüseyin Benli,2024,https://link.springer.com/article/10.1007/s11356-024-32174-8,Article
OpenMP Taskloop Dependences,OpenMP: Enabling Massive Node-Level Parallelism,,,,10.1007/978-3-030-85262-7_4,Marcos MaroñasXavier TeruelVicenç Beltran,2021,https://link.springer.com/chapter/10.1007/978-3-030-85262-7_4,Conference paper
Quasi-Equal Clock Reduction On-the-Fly,NASA Formal Methods,,,,10.1007/978-3-030-76384-8_23,Bernd Westphal,2021,https://link.springer.com/chapter/10.1007/978-3-030-76384-8_23,Conference paper
Enabling Performance Analysis of Kokkos Applications with Score-P,Tools for High Performance Computing 2018 / 2019,,,,10.1007/978-3-030-66057-4_9,Robert DietrichFrank WinklerRonny TschüterMatthias Weber,2021,https://link.springer.com/chapter/10.1007/978-3-030-66057-4_9,Conference paper
Improving GPU web simulations of spiking neural P systems,Journal of Membrane Computing,,,,10.1007/s41965-023-00128-7,Ayla Nikki L. OdascoMatthew Lemuel M. ReyFrancis George C. Cabarle,2023,https://link.springer.com/article/10.1007/s41965-023-00128-7,Article
"Strategies for Municipal Solid Waste: Functional Elements, Integrated Management, and Legislative Aspects",Handbook of Waste Biorefinery,,,,10.1007/978-3-031-06562-0_7,Hamidi Abdul AzizSalem S. Abu Amr,2022,https://link.springer.com/chapter/10.1007/978-3-031-06562-0_7,Chapter
"Scopes, Functions, and&#xa0;Parameter Passing",Programming Language Design and Implementation,,,,10.1007/978-3-031-11806-7_5,Torben Ægidius Mogensen,2022,https://link.springer.com/chapter/10.1007/978-3-031-11806-7_5,Chapter
Co-processing of Wastes as AFRs in Cement Kilns,Sustainable Management of Wastes Through Co-processing,,,,10.1007/978-981-16-6073-3_10,Sadhan Kumar GhoshUlhas V. ParlikarKåre Helge Karstensen,2022,https://link.springer.com/chapter/10.1007/978-981-16-6073-3_10,Chapter
Unlocking the Opportunities of a Circular Economy in South Africa,Circular Economy: Recent Trends in Global Perspective,,,,10.1007/978-981-16-0913-8_5,Linda GodfreyHenry RomanSam SmoutRebecca MaserumuleAshton MpofuGeorgina RyanKgauta Mokoena,2021,https://link.springer.com/chapter/10.1007/978-981-16-0913-8_5,Chapter
Simulation of QTRNG on IBM’s Q Experience Using Rotation and Phase Quantum Gates,International Journal of Theoretical Physics,,,,10.1007/s10773-023-05422-9,Vaishnavi KumarAmirtharajan RJohn Bosco Balaguru RPadmapriya Pravinkumar,2023,https://link.springer.com/article/10.1007/s10773-023-05422-9,Article
