Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Relativistic Jets in Active Galactic Nuclei and Microquasars,Space Science Reviews,,,,10.1007/s11214-016-0328-2,Gustavo E. RomeroM. BoettcherS. MarkoffF. Tavecchio,2017,https://link.springer.com/article/10.1007/s11214-016-0328-2,Article
Evaluation of Tool Interface Standards for Performance Analysis of OpenACC and OpenMP Programs,Tools for High Performance Computing 2015,,,,10.1007/978-3-319-39589-0_6,Robert DietrichRonny TschüterTim CramerGuido JuckelandAndreas Knüpfer,2016,https://link.springer.com/chapter/10.1007/978-3-319-39589-0_6,Conference paper
Tests Campaign Analysis to Evaluate the Capability of Fragmentation Test to Characterize Recycled Asphalt Pavement (RAP) Material,8th RILEM International Symposium on Testing and Characterization of Sustainable and Innovative Bituminous Materials,,,,10.1007/978-94-017-7342-3_77,D. PerratonG. TebaldiE. DaveF. BilodeauG. GiacomelloA. GrilliA. GrazianiM. BocciJ. GrenfellP. MurayaM. PasettoK. KunaA. ApeagyeiD. Lo PrestiG. AireyK. JenkinsE. HajjM. HugenerP. Marsac,2016,https://link.springer.com/chapter/10.1007/978-94-017-7342-3_77,Conference paper
Hydrocracking,Springer Handbook of Petroleum Technology,,,,10.1007/978-3-319-49347-3_22,Paul R. RobinsonGeoffrey E. Dolbear,2017,https://link.springer.com/chapter/10.1007/978-3-319-49347-3_22,Chapter
The Sunway TaihuLight supercomputer: system and applications,Science China Information Sciences,,,,10.1007/s11432-016-5588-7,Haohuan FuJunfeng LiaoJinzhe YangLanning WangZhenya SongXiaomeng HuangChao YangWei XueFangfang LiuFangli QiaoWei ZhaoXunqiang YinChaofeng HouChenglong ZhangWei GeJian ZhangYangang WangChunbo ZhouGuangwen Yang,2016,https://link.springer.com/article/10.1007/s11432-016-5588-7,Article
Generating Functionally Equivalent Programs Having Non-isomorphic Control-Flow Graphs,Secure IT Systems,,,,10.1007/978-3-319-70290-2_16,Rémi GéraudMirko KoscinaPaul LencznerDavid NaccacheDavid Saulpic,2017,https://link.springer.com/chapter/10.1007/978-3-319-70290-2_16,Conference paper
Hunting Memory Bugs in C Programs with Map2Check,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-49674-9_64,Herbert O. RochaRaimundo S. BarretoLucas C. Cordeiro,2016,https://link.springer.com/chapter/10.1007/978-3-662-49674-9_64,Conference paper
MU-CSeq 0.4: Individual Memory Location Unwindings,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-49674-9_65,Ermenegildo TomascoTruc L. NguyenOmar InversoBernd FischerSalvatore La TorreGennaro Parlato,2016,https://link.springer.com/chapter/10.1007/978-3-662-49674-9_65,Conference paper
Locality of Computation for Stencil Optimization,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-49583-5_34,Lufeng YuanJunhong LiuYulong LuoGuangming Tan,2016,https://link.springer.com/chapter/10.1007/978-3-319-49583-5_34,Conference paper
Managing CO<sub>2</sub> emission from groundwater pumping for irrigating major crops in trans indo-gangetic plains of India,Climatic Change,,,,10.1007/s10584-016-1624-2,G. T. PatleD. K. SinghA. SarangiManoj Khanna,2016,https://link.springer.com/article/10.1007/s10584-016-1624-2,Article
Source code fragment summarization with small-scale crowdsourcing based features,Frontiers of Computer Science,,,,10.1007/s11704-015-4409-2,Najam NazarHe JiangGuojun GaoTao ZhangXiaochen LiZhilei Ren,2016,https://link.springer.com/article/10.1007/s11704-015-4409-2,Article
RT-CUDA: A Software Tool for CUDA Code Restructuring,International Journal of Parallel Programming,,,,10.1007/s10766-016-0433-6,Ayaz H. KhanMayez Al-MouhamedMuhammed Al-MulhemAdel F. Ahmed,2016,https://link.springer.com/article/10.1007/s10766-016-0433-6,Article
"FPGA Versus Software Programming: Why, When, and How?",FPGAs for Software Programmers,,,,10.1007/978-3-319-26408-0_1,Dirk KochDaniel ZienerFrank Hannig,2016,https://link.springer.com/chapter/10.1007/978-3-319-26408-0_1,Chapter
HIPAcc,FPGAs for Software Programmers,,,,10.1007/978-3-319-26408-0_12,Moritz SchmidOliver ReicheFrank HannigJürgen Teich,2016,https://link.springer.com/chapter/10.1007/978-3-319-26408-0_12,Chapter
How to trust a few among many,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-016-9337-5,Anthony EtukTimothy J. NormanMurat ŞensoyMudhakar Srivatsa,2016,https://link.springer.com/article/10.1007/s10458-016-9337-5,Article
Resilient MPI applications using an application-level checkpointing framework and ULFM,The Journal of Supercomputing,,,,10.1007/s11227-016-1629-7,Nuria LosadaIván CoresMaría J. MartínPatricia González,2016,https://link.springer.com/article/10.1007/s11227-016-1629-7,Article
A comparative study of programming languages for next-generation astrodynamics systems,CEAS Space Journal,,,,10.1007/s12567-017-0170-8,Helge EichhornJuan Luis CanoFrazer McLeanReiner Anderl,2017,https://link.springer.com/article/10.1007/s12567-017-0170-8,Article
Advances in Property-Based Testing for $$\alpha $$ Prolog,Tests and Proofs,,,,10.1007/978-3-319-41135-4_3,James CheneyAlberto MomiglianoMatteo Pessina,2016,https://link.springer.com/chapter/10.1007/978-3-319-41135-4_3,Conference paper
MAPS: A Software Development Environment for Embedded Multi-core Applications,Handbook of Hardware/Software Codesign,,,,10.1007/978-94-017-7358-4_2-1,Rainer LeupersMiguel Angel AguilarJuan Fernando EusseJeronimo CastrillonWeihua Sheng,2016,https://link.springer.com/rwe/10.1007/978-94-017-7358-4_2-1,Living reference work entry
Finding Free Schedules for RNA Secondary Structure Prediction,Artificial Intelligence and Soft Computing,,,,10.1007/978-3-319-39384-1_16,Marek Palkowski,2016,https://link.springer.com/chapter/10.1007/978-3-319-39384-1_16,Conference paper
Static Analysis by Abstract Interpretation of the Functional Correctness of Matrix Manipulating Programs,Static Analysis,,,,10.1007/978-3-662-53413-7_13,Matthieu JournaultAntoine Miné,2016,https://link.springer.com/chapter/10.1007/978-3-662-53413-7_13,Conference paper
Accelerating Application Migration in HPC,High Performance Computing,,,,10.1007/978-3-319-46079-6_46,Ramy GadSimon PickartzTim SüßLars NagelStefan LankesAndré Brinkmann,2016,https://link.springer.com/chapter/10.1007/978-3-319-46079-6_46,Conference paper
FPGA-Based Soft-Core Processors for Image Processing Applications,Journal of Signal Processing Systems,,,,10.1007/s11265-016-1185-7,Moslem AmiriFahad Manzoor SiddiquiColm KellyRoger WoodsKaren RaffertyBurak Bardak,2016,https://link.springer.com/article/10.1007/s11265-016-1185-7,Article
Efficient Exploitation of Hyper Loop Parallelism in Vectorization,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-319-17473-0_25,Shixiong XuDavid Gregg,2015,https://link.springer.com/chapter/10.1007/978-3-319-17473-0_25,Conference paper
Nanoindentation Measurements of Jute/Poly Lactic Acid Composites,Natural Fibres: Advances in Science and Technology Towards Industrial Applications,,,,10.1007/978-94-017-7515-1_11,Vijay BahetiJiri Militky,2016,https://link.springer.com/chapter/10.1007/978-94-017-7515-1_11,Conference paper
A Quick Tour of High-Level Synthesis Solutions for FPGAs,FPGAs for Software Programmers,,,,10.1007/978-3-319-26408-0_3,Frank Hannig,2016,https://link.springer.com/chapter/10.1007/978-3-319-26408-0_3,Chapter
Physical vs. Virtual Server Environments,The Accidental SysAdmin Handbook,,,,10.1007/978-1-4842-1817-4_8,Eric Kralicek,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1817-4_8,Chapter
Classification of Natural Polymers,Natural Polymers,,,,10.1007/978-3-319-26414-1_1,Ololade Olatunji,2016,https://link.springer.com/chapter/10.1007/978-3-319-26414-1_1,Chapter
Afghanistan and its Economy,GSTF Journal on Business Review (GBR),,,,10.7603/s40706-015-0009-2,Zabioullah A. Eltezam,2015,https://link.springer.com/article/10.7603/s40706-015-0009-2,Article
Energy-aware memory management for embedded multidimensional signal processing applications,EURASIP Journal on Embedded Systems,,,,10.1186/s13639-016-0043-9,Florin BalasaNoha AbuaeshCristian V. GinguIlie I. LuicanHongwei Zhu,2016,https://link.springer.com/article/10.1186/s13639-016-0043-9,Article
Creating Modern User Experiences Using React.js and ASP.NET Core,ASP.NET Core Recipes,,,,10.1007/978-1-4842-0427-6_11,John Ciliberti,2017,https://link.springer.com/chapter/10.1007/978-1-4842-0427-6_11,Chapter
Hello World,Pro MERN Stack,,,,10.1007/978-1-4842-2653-7_2,Vasan Subramanian,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2653-7_2,Chapter
Boxed in by Good Intentions—Working in Silos,Invisible Children,,,,10.1057/978-1-137-57838-9_5,Maya AjmeraGregory A. Fields,2016,https://link.springer.com/chapter/10.1057/978-1-137-57838-9_5,Chapter
Extending MUST to Check Hybrid-Parallel Programs for Correctness Using the OpenMP Tools Interface,Tools for High Performance Computing 2015,,,,10.1007/978-3-319-39589-0_7,Tim CramerFelix MünchhalfenChristian TerbovenTobias HilbrichMatthias S. Müller,2016,https://link.springer.com/chapter/10.1007/978-3-319-39589-0_7,Conference paper
Optimizing memory bandwidth exploitation for OpenVX applications on embedded many-core accelerators,Journal of Real-Time Image Processing,,,,10.1007/s11554-015-0544-0,Giuseppe TagliaviniGermain HaugouAndrea MarongiuLuca Benini,2015,https://link.springer.com/article/10.1007/s11554-015-0544-0,Article
Recognizing Emotion from Blood Volume Pulse and Skin Conductance Sensor Using Machine Learning Algorithms,XIV Mediterranean Conference on Medical and Biological Engineering and Computing 2016,,,,10.1007/978-3-319-32703-7_248,Ali Mehmood KhanMichael Lawo,2016,https://link.springer.com/chapter/10.1007/978-3-319-32703-7_248,Conference paper
Exposure to Environmental Hazards and Effects on Chronic Disease,Environmental Determinants of Human Health,,,,10.1007/978-3-319-43142-0_2,Miranda Loh,2016,https://link.springer.com/chapter/10.1007/978-3-319-43142-0_2,Chapter
Pragmatic Performance Portability with OpenMP 4.x,"OpenMP: Memory, Devices, and Tasks",,,,10.1007/978-3-319-45550-1_18,Matt MartineauJames PriceSimon McIntosh-SmithWayne Gaudin,2016,https://link.springer.com/chapter/10.1007/978-3-319-45550-1_18,Conference paper
Beyond Data Parallelism: Identifying Parallel Tasks in Sequential Programs,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-27140-8_39,Zhen LiBo ZhaoAli JannesariFelix Wolf,2015,https://link.springer.com/chapter/10.1007/978-3-319-27140-8_39,Conference paper
Context-based image acquisition from memory in digital systems,Journal of Real-Time Image Processing,,,,10.1007/s11554-016-0591-1,Jianxiong LiuChristos BouganisPeter Y. K. Cheung,2016,https://link.springer.com/article/10.1007/s11554-016-0591-1,Article
Genus: Vanda to Zeuxine,Medicinal Orchids of Asia,,,,10.1007/978-3-319-24274-3_22,Eng Soon Teoh,2016,https://link.springer.com/chapter/10.1007/978-3-319-24274-3_22,Chapter
